user_id,Amount,Frequency,Recency,R_Quartile,F_Quartile,M_Quartile,RFMClass
38212,197.24,6,1234,1,3,1,131
38280,1967.8,10,1030,1,4,4,144
38308,1528.6,14,769,3,4,4,344
38310,579.9,3,934,1,1,2,112
38333,714.7,6,805,3,3,2,332
38350,476,4,1735,1,2,1,121
38360,661.9,11,837,2,4,2,242
38404,3406.4,18,695,4,5,5,455
38446,418.7,4,2014,1,2,1,121
38483,972.8,9,735,3,4,3,343
38486,2902.3,19,1006,1,5,5,155
38551,353.9,3,933,1,1,1,111
38555,631.9,4,693,4,2,2,422
38563,1454,5,847,2,2,4,224
38597,7945.4,38,710,4,5,5,455
38630,3732.3,13,902,2,4,5,245
38645,316,3,933,1,1,1,111
38670,568,3,1381,1,1,2,112
38673,1073.96,15,704,4,4,3,443
38690,1832,16,734,3,5,4,354
38699,1720.3,10,913,2,4,4,244
38720,2158.95,15,690,4,4,4,444
39018,1397.8,10,939,1,4,4,144
39076,5080.5,24,677,4,5,5,455
39081,1084.9,6,673,4,3,3,433
39092,1833,5,1554,1,2,4,124
39226,250.7,3,926,1,1,1,111
39232,2241.7,8,797,3,3,4,334
39258,4449.3,17,674,4,5,5,455
39260,858.5,9,1011,1,4,3,143
39282,4989.2,33,422,5,5,5,555
39323,883.7,7,715,4,3,3,433
39345,1388.24,13,872,2,4,4,244
39372,2314.1,9,804,3,4,4,344
39386,2457.5,15,148,5,4,4,544
39437,201,3,868,2,1,1,211
39461,745,4,610,4,2,2,422
39493,6677.6,16,874,2,5,5,255
39550,630.4,4,942,1,2,2,122
39692,615.8,4,944,1,2,2,122
39693,310.6,3,883,2,1,1,211
39718,1407.1,11,758,3,4,4,344
39726,814.7,6,709,4,3,3,433
39749,2690.3,15,1142,1,4,5,145
39757,635.7,5,822,2,2,2,222
39760,2081,14,767,3,4,4,344
39769,2749.9,6,1001,1,3,5,135
39821,388.9,4,864,2,2,1,221
39861,1843,6,1001,1,3,4,134
39875,331,4,935,1,2,1,121
39876,323.8,3,1976,1,1,1,111
39885,10903.2,31,1093,1,5,5,155
39933,646.4,6,762,3,3,2,332
40214,413.7,3,682,4,1,1,411
40216,447.4,4,1113,1,2,1,121
40239,212.8,3,2456,1,1,1,111
40268,7534.6,37,154,5,5,5,555
40281,646,4,854,2,2,2,222
40325,694,7,882,2,3,2,232
40340,159.9,3,896,2,1,1,211
40347,148.3,3,927,1,1,1,111
40405,3054.9,13,759,3,4,5,345
40444,2123.6,12,1488,1,4,4,144
40448,467,4,850,2,2,1,221
40493,1693.7,8,1129,1,3,4,134
40500,1309,4,781,3,2,3,323
40504,2891,15,817,2,4,5,245
40515,4397.2,24,1546,1,5,5,155
40534,1123.1,7,791,3,3,3,333
40540,6483.5,20,808,3,5,5,355
40545,4342.5,13,797,3,4,5,345
40564,4093,22,774,3,5,5,355
40620,578.2,6,887,2,3,2,232
40629,696,3,747,3,1,2,312
40632,1197.8,12,871,2,4,3,243
40640,475.8,4,929,1,2,1,121
40657,10380.6,32,1000,1,5,5,155
40748,3990,18,1612,1,5,5,155
40770,2031,13,1131,1,4,4,144
40826,2148,5,750,3,2,4,324
40854,658,4,729,3,2,2,322
40872,2113.6,15,751,3,4,4,344
40953,6334.6,29,726,3,5,5,355
41023,698,4,593,4,2,2,422
41035,4712,8,729,3,3,5,335
41072,2541.6,20,1564,1,5,4,154
41100,160.7,3,884,2,1,1,211
41159,1384.8,5,1654,1,2,4,124
41189,3324.3,13,945,1,4,5,145
41203,425.77,8,671,4,3,1,431
41306,8320.77,46,735,3,5,5,355
41310,415.7,6,744,3,3,1,331
41314,2092,12,1103,1,4,4,144
41316,379.26,5,788,3,2,1,321
41333,522.3,5,740,3,2,2,322
41437,383.8,4,1276,1,2,1,121
41445,10317,49,1381,1,5,5,155
41459,592,4,682,4,2,2,422
41508,444,3,947,1,1,1,111
41554,809,5,226,5,2,3,523
41560,418,4,1332,1,2,1,121
41587,1042.8,8,850,2,3,3,233
41630,4937.6,20,1332,1,5,5,155
41658,545.9,5,713,4,2,2,422
41678,1064.8,11,679,4,4,3,443
41733,1897,4,1267,1,2,4,124
41841,2963.7,16,742,3,5,5,355
41866,380.9,3,940,1,1,1,111
41892,1436.4,14,733,3,4,4,344
41926,852.8,7,874,2,3,3,233
41957,464,3,881,2,1,1,211
42000,512.8,4,900,2,2,2,222
42032,3620.2,20,859,2,5,5,255
42068,3825.8,12,926,1,4,5,145
42072,530.9,4,1697,1,2,2,122
42131,875.9,5,862,2,2,3,223
42255,629.8,9,2461,1,4,2,142
42290,16497.9,50,1001,1,5,5,155
42364,1503.7,7,1016,1,3,4,134
42423,1289,6,1008,1,3,3,133
42509,1197.9,8,847,2,3,3,233
42600,1115.7,5,467,5,2,3,523
42668,384.5,5,1728,1,2,1,121
42701,4442.7,11,739,3,4,5,345
42764,1785,11,836,2,4,4,244
42770,1010,4,1527,1,2,3,123
42810,1582.7,6,1927,1,3,4,134
42850,2845,10,757,3,4,5,345
42855,2111.75,12,1284,1,4,4,144
42913,2338.2,11,867,2,4,4,244
42986,567.9,3,689,4,1,2,412
43018,13573.6,44,678,4,5,5,455
43074,5403,15,1233,1,4,5,145
43113,1906.2,14,1002,1,4,4,144
43136,1490,11,751,3,4,4,344
43190,914,3,1877,1,1,3,113
43253,1889.7,11,892,2,4,4,244
43255,1714.7,10,530,5,4,4,544
43348,1097.2,9,598,4,4,3,443
43361,649.4,7,1243,1,3,2,132
43387,633.9,5,786,3,2,2,322
43408,690.8,4,987,1,2,2,122
43446,3903.4,15,939,1,4,5,145
43503,341.6,3,1448,1,1,1,111
43623,1213.2,21,671,4,5,3,453
43658,618.6,4,828,2,2,2,222
43671,661,8,140,5,3,2,532
43677,173.7,3,757,3,1,1,311
43686,1136.8,5,678,4,2,3,423
43712,1077,4,841,2,2,3,223
43862,893,6,630,4,3,3,433
43867,574,3,2289,1,1,2,112
43896,639,3,990,1,1,2,112
43915,3383,9,802,3,4,5,345
43930,364.8,5,714,4,2,1,421
43973,5555.4,36,674,4,5,5,455
44005,3380.5,11,777,3,4,5,345
44016,1317.6,6,782,3,3,3,333
44027,7205.5,31,708,4,5,5,455
44053,632.7,5,779,3,2,2,322
44088,1013.7,7,878,2,3,3,233
44129,327.7,3,929,1,1,1,111
44159,2771.8,25,813,3,5,5,355
44177,632.24,5,873,2,2,2,222
44231,6143.4,31,843,2,5,5,255
44277,520.76,5,770,3,2,2,322
44283,991.9,3,1154,1,1,3,113
44285,1127.7,5,858,2,2,3,223
44336,492.4,6,767,3,3,2,332
44348,5549.8,19,1043,1,5,5,155
44367,541.7,3,888,2,1,2,212
44371,527.8,4,1551,1,2,2,122
44386,822,4,291,5,2,3,523
44401,991.1,13,731,3,4,3,343
44461,821.5,5,2605,1,2,3,123
44631,1299.7,10,816,2,4,3,243
44695,766.64,6,847,2,3,2,232
44862,4488.3,20,771,3,5,5,355
44877,979.8,4,742,3,2,3,323
44879,345.49,4,771,3,2,1,321
44971,2796.6,9,841,2,4,5,245
45015,209.9,3,874,2,1,1,211
45021,653.8,4,769,3,2,2,322
45054,1271.6,8,815,2,3,3,233
45063,985.7,5,841,2,2,3,223
45162,1133.7,9,878,2,4,3,243
45167,4314.7,16,1200,1,5,5,155
45181,1412.9,9,828,2,4,4,244
45252,12896,28,18,5,5,5,555
45264,689.7,7,879,2,3,2,232
45406,679.6,4,889,2,2,2,222
45412,2481.6,14,836,2,4,4,244
45425,644,6,811,3,3,2,332
45520,11383.6,37,886,2,5,5,255
45546,813,6,219,5,3,3,533
45585,1500.9,7,867,2,3,4,234
45618,9208.7,27,695,4,5,5,455
45681,461,4,804,3,2,1,321
45713,664.6,4,794,3,2,2,322
45720,527.6,3,2102,1,1,2,112
45769,839.8,4,717,4,2,3,423
45784,287.7,3,682,4,1,1,411
45828,292.54,3,1245,1,1,1,111
45954,312,3,822,2,1,1,211
45981,4588.6,22,136,5,5,5,555
46026,297.8,4,841,2,2,1,221
46072,1277.8,13,720,4,4,3,443
46094,3126,17,1160,1,5,5,155
46128,650.5,6,1956,1,3,2,132
46174,646.8,4,833,2,2,2,222
46178,948.7,8,724,3,3,3,333
46212,2817.33,26,769,3,5,5,355
46213,1234,3,833,2,1,3,213
46285,649.8,3,904,2,1,2,212
46363,8400.8,43,1041,1,5,5,155
46491,2137.26,8,1069,1,3,4,134
46504,760,5,1143,1,2,2,122
46554,926.1,23,837,2,5,3,253
46689,473.7,3,272,5,1,1,511
46745,1782.9,12,1026,1,4,4,144
46766,1320.1,7,688,4,3,3,433
46775,1303.7,5,839,2,2,3,223
46826,1268.5,6,853,2,3,3,233
46873,2944.3,14,1075,1,4,5,145
46882,3818.2,31,1021,1,5,5,155
46927,211.9,4,942,1,2,1,121
46932,1540.3,9,835,2,4,4,244
46944,2067.9,9,176,5,4,4,544
46988,402,4,931,1,2,1,121
46997,867,9,1553,1,4,3,143
47003,209.7,3,818,2,1,1,211
47048,661.8,3,903,2,1,2,212
47139,387.9,3,913,2,1,1,211
47175,723.3,8,916,1,3,2,132
47181,222.9,3,797,3,1,1,311
47184,1012.9,7,2179,1,3,3,133
47226,442.5,4,1901,1,2,1,121
47262,8226.7,34,1002,1,5,5,155
47303,874.9,4,848,2,2,3,223
47434,738,4,676,4,2,2,422
47514,4474.9,23,190,5,5,5,555
47596,1665.9,7,781,3,3,4,334
47610,1015.4,7,844,2,3,3,233
47686,2226.3,9,869,2,4,4,244
47781,2394.6,8,708,4,3,4,434
47818,1111.7,6,884,2,3,3,233
47838,1597.4,4,1366,1,2,4,124
47845,2346.09,25,774,3,5,4,354
47977,3576.3,16,1061,1,5,5,155
47995,983.6,12,1068,1,4,3,143
48021,736.9,5,875,2,2,2,222
48048,589.9,3,2375,1,1,2,112
48066,972.6,11,1033,1,4,3,143
48079,295,3,882,2,1,1,211
48091,2735.3,19,794,3,5,5,355
48098,840.5,7,1134,1,3,3,133
48232,5064.9,25,684,4,5,5,455
48267,1149.9,11,816,2,4,3,243
48292,750.6,7,1918,1,3,2,132
48302,2178.7,22,882,2,5,4,254
48326,1741.8,7,735,3,3,4,334
48354,483.8,4,775,3,2,2,322
48355,2781.4,11,940,1,4,5,145
48356,2232.5,18,676,4,5,4,454
48410,1693,12,1209,1,4,4,144
48418,3745.1,22,856,2,5,5,255
48476,1675.4,8,835,2,3,4,234
48505,718.8,4,894,2,2,2,222
48540,1677,5,406,5,2,4,524
48602,553.8,5,1016,1,2,2,122
48694,344,3,740,3,1,1,311
48738,6656.4,31,850,2,5,5,255
48758,4541.9,26,589,4,5,5,455
48807,6321.2,17,1293,1,5,5,155
48832,518.8,6,898,2,3,2,232
48887,726.9,5,815,2,2,2,222
48889,1296.9,4,2107,1,2,3,123
49041,1200,3,775,3,1,3,313
49134,1392,4,676,4,2,4,424
49141,946.9,8,869,2,3,3,233
49156,5863.4,35,785,3,5,5,355
49159,1220,4,916,1,2,3,123
49168,734,4,879,2,2,2,222
49184,3408.17,24,774,3,5,5,355
49248,1678.9,7,769,3,3,4,334
49260,416.8,4,778,3,2,1,321
49281,632,8,1431,1,3,2,132
49287,1126.4,10,674,4,4,3,443
49289,1738.3,8,2265,1,3,4,134
49349,586.8,4,847,2,2,2,222
49418,646.7,9,704,4,4,2,442
49447,958.6,7,937,1,3,3,133
49535,814.8,7,910,2,3,3,233
49576,3554.4,18,106,5,5,5,555
49620,1581,12,1283,1,4,4,144
49661,714,4,1299,1,2,2,122
49662,6836.3,44,1022,1,5,5,155
49682,1534.6,8,946,1,3,4,134
49767,300,4,915,1,2,1,121
49811,488.7,3,936,1,1,2,112
49815,518,3,721,4,1,2,412
49880,2515.8,11,714,4,4,4,444
49905,390.8,5,792,3,2,1,321
49968,2415.1,13,902,2,4,4,244
49995,5462.9,48,759,3,5,5,355
50021,1105.2,8,914,2,3,3,233
50065,512,6,861,2,3,2,232
50076,4371.7,21,1177,1,5,5,155
50227,1297.7,9,763,3,4,3,343
50421,617.7,4,860,2,2,2,222
50459,1840.6,11,672,4,4,4,444
50600,1718.6,3,2563,1,1,4,114
50609,1133.9,11,783,3,4,3,343
50618,948.53,16,716,4,5,3,453
50639,1151.5,13,873,2,4,3,243
50688,857.6,7,770,3,3,3,333
50711,779,4,843,2,2,2,222
50733,1514.1,14,1167,1,4,4,144
50814,1437.2,13,1020,1,4,4,144
50884,436,4,720,4,2,1,421
50955,801.1,9,938,1,4,3,143
51058,2292.6,20,797,3,5,4,354
51099,3506.7,17,727,3,5,5,355
51113,683,3,835,2,1,2,212
51197,5045.5,22,1264,1,5,5,155
51200,1176.7,7,704,4,3,3,433
51207,201,3,759,3,1,1,311
51217,653.4,7,921,1,3,2,132
51231,1856,4,1618,1,2,4,124
51254,2138.4,17,738,3,5,4,354
51286,4057,20,1138,1,5,5,155
51306,857.7,4,1570,1,2,3,123
51318,950,3,778,3,1,3,313
51486,384,4,2256,1,2,1,121
51576,478.5,5,912,2,2,2,222
51589,1023.4,9,783,3,4,3,343
51603,11382.1,46,1005,1,5,5,155
51659,1341.7,7,733,3,3,4,334
51701,633.4,8,1658,1,3,2,132
51706,5314.7,18,671,4,5,5,455
51719,812.4,4,400,5,2,3,523
51722,6524.7,30,1004,1,5,5,155
51748,3043.4,18,622,4,5,5,455
51836,4116.3,39,769,3,5,5,355
51865,1553.9,8,668,4,3,4,434
52112,397.9,3,695,4,1,1,411
52139,1422.9,8,751,3,3,4,334
52260,13209.7,43,673,4,5,5,455
52323,199.9,3,1326,1,1,1,111
52326,616.7,7,841,2,3,2,232
52368,3144,12,937,1,4,5,145
52380,2336.8,11,718,4,4,4,444
52436,3226.4,21,818,2,5,5,255
52494,790.8,4,1060,1,2,2,122
52497,851.4,5,561,5,2,3,523
52507,3386.2,21,750,3,5,5,355
52588,7531.8,37,423,5,5,5,555
52761,3099.4,6,694,4,3,5,435
52809,635,3,907,2,1,2,212
52866,1726.8,4,1012,1,2,4,124
52941,528,5,854,2,2,2,222
52970,4921.4,42,843,2,5,5,255
52979,304,4,1363,1,2,1,121
53103,880.9,5,769,3,2,3,323
53164,1533.6,6,685,4,3,4,434
53168,366,3,778,3,1,1,311
53179,210.9,3,625,4,1,1,411
53219,6499,28,2087,1,5,5,155
53241,2831.8,23,736,3,5,5,355
53296,348.8,4,743,3,2,1,321
53303,319.9,3,794,3,1,1,311
53395,398.8,4,734,3,2,1,321
53396,800,6,850,2,3,3,233
53605,1722,6,1272,1,3,4,134
53621,2375.5,13,832,2,4,4,244
53630,6506.8,21,1141,1,5,5,155
53687,767.7,5,720,4,2,2,422
53698,347.3,3,2297,1,1,1,111
53727,6547.3,30,1765,1,5,5,155
53771,1693.8,10,803,3,4,4,344
53780,2049.1,17,758,3,5,4,354
53975,823.6,6,814,2,3,3,233
54008,4877.5,28,1072,1,5,5,155
54011,4078.7,18,1728,1,5,5,155
54014,1353,5,1728,1,2,4,124
54034,1818.9,10,2546,1,4,4,144
54081,1504,7,1378,1,3,4,134
54095,1179.9,4,1150,1,2,3,123
54176,1477.7,8,2048,1,3,4,134
54190,4443.4,25,1115,1,5,5,155
54259,8779.9,30,1044,1,5,5,155
54301,474.7,5,1193,1,2,1,121
54313,4115.7,25,687,4,5,5,455
54353,4687.2,22,706,4,5,5,455
54409,896,4,801,3,2,3,323
54457,184,4,921,1,2,1,121
54493,402.9,3,2499,1,1,1,111
54517,449.7,3,1395,1,1,1,111
54524,3076.5,16,1004,1,5,5,155
54565,3068.7,30,1002,1,5,5,155
54648,2187.1,8,12,5,3,4,534
54679,1868.4,25,749,3,5,4,354
54717,265,3,84,5,1,1,511
54795,573,5,886,2,2,2,222
54845,359.6,6,923,1,3,1,131
54854,3749.4,31,715,4,5,5,455
54899,527.8,3,1478,1,1,2,112
55000,1248.9,8,823,2,3,3,233
55076,798,3,1273,1,1,3,113
55110,247.9,3,2541,1,1,1,111
55114,1127.8,7,759,3,3,3,333
55160,1766.7,8,749,3,3,4,334
55173,1423.1,8,1607,1,3,4,134
55207,843.7,8,906,2,3,3,233
55215,993.7,6,724,3,3,3,333
55290,598.7,5,830,2,2,2,222
55483,1115.8,3,1502,1,1,3,113
55535,1537.5,7,681,4,3,4,434
55616,716,4,1360,1,2,2,122
55650,4685,25,1166,1,5,5,155
55676,1798.1,10,2093,1,4,4,144
55779,1367.7,6,790,3,3,4,334
55838,1452,6,796,3,3,4,334
55872,360.9,4,798,3,2,1,321
55989,693.8,4,909,2,2,2,222
56095,5562.3,29,1006,1,5,5,155
56160,1912.8,9,180,5,4,4,544
56175,425,5,900,2,2,1,221
56226,1586.5,12,937,1,4,4,144
56229,114,3,728,3,1,1,311
56250,1814.9,5,749,3,2,4,324
56282,270,3,830,2,1,1,211
56290,2694.8,16,1017,1,5,5,155
56307,247.8,3,1270,1,1,1,111
56388,1454.4,16,450,5,5,4,554
56462,99.2,4,354,5,2,1,521
56478,729,5,1279,1,2,2,122
56490,1821,9,1368,1,4,4,144
56535,2411,8,584,4,3,4,434
56599,3559.6,19,760,3,5,5,355
56601,480,5,1196,1,2,2,122
56614,183.8,3,704,4,1,1,411
56617,1261.3,9,859,2,4,3,243
56676,6342.3,32,428,5,5,5,555
56684,903.7,4,729,3,2,3,323
56725,1329.3,11,875,2,4,3,243
56749,1035,13,703,4,4,3,443
56770,1127.6,7,930,1,3,3,133
56803,969.6,5,2148,1,2,3,123
56817,5476.1,47,671,4,5,5,455
56863,718.6,10,772,3,4,2,342
56966,926.8,5,842,2,2,3,223
57019,388.9,3,857,2,1,1,211
57020,1857.6,11,859,2,4,4,244
57025,586.6,3,918,1,1,2,112
57046,203.5,5,829,2,2,1,221
57063,263,3,1294,1,1,1,111
57101,638.2,5,859,2,2,2,222
57261,1293.4,13,838,2,4,3,243
57282,1348,4,1697,1,2,4,124
57301,358.8,3,880,2,1,1,211
57329,4829.5,39,682,4,5,5,455
57343,1449.9,18,1922,1,5,4,154
57349,405.9,3,935,1,1,1,111
57365,4879.4,27,837,2,5,5,255
57385,398,3,913,2,1,1,211
57388,1609.8,19,2530,1,5,4,154
57417,1628.5,8,760,3,3,4,334
57427,3995.3,13,150,5,4,5,545
57472,294.6,5,748,3,2,1,321
57598,5375,29,1070,1,5,5,155
57670,2590.7,14,830,2,4,4,244
57712,912.8,4,902,2,2,3,223
57725,17623.4,29,1176,1,5,5,155
57742,6137.1,15,1052,1,4,5,145
57758,1532.32,14,1382,1,4,4,144
57774,1253,7,605,4,3,3,433
