user_id,product_id,rating
10914,30290,3
10914,30292,3
10914,30477,3
10914,30540,3
10914,30837,3
10914,30890,3
10914,31620,3
10914,31628,3
10914,31827,3
10914,31828,3
10914,31861,3
10914,32136,3
10914,32137,3
10914,32145,3
10914,37485,3
10915,20936,2
10915,20937,2
10915,26481,2
10915,29757,2
10915,31271,2
10915,31277,2
11102,15754,2
11102,28375,2
11102,28820,2
11102,30475,2
11102,30961,2
11102,35380,2
11162,15843,2
11162,20099,2
11162,32907,2
11162,33309,2
11164,636,3
11164,1852,2
11164,15843,3
11164,28480,2
11164,29424,2
11164,31136,2
11176,24956,3
11176,26089,3
11176,26265,3
11176,27867,3
11176,28453,3
11176,28831,3
11176,29468,3
11176,29997,3
11176,30169,3
11176,30836,3
11176,31232,3
11176,31326,3
11181,20101,3
11181,26295,2
11181,27589,2
11181,28313,2
11389,17976,2
11389,18941,2
11389,24871,2
11389,25247,2
11389,27236,2
11389,27723,2
11389,28012,2
11389,28058,2
11389,29489,2
11389,29758,2
11389,29866,2
11389,30111,2
11389,30359,2
11389,34188,2
11389,34500,2
11471,26120,2
11471,26123,2
11471,28628,2
11471,29488,2
11471,29489,2
11471,29549,2
11492,18942,1
11492,21569,1
11492,28008,1
11492,28458,1
11492,29227,1
11571,30002,2
11571,40644,2
11571,40925,3
11580,15839,3
11580,15843,3
11580,21859,3
11580,29397,3
11580,29514,3
11580,30014,3
11580,34490,3
11580,34510,3
11580,35602,3
11580,43728,3
11588,28141,2
11588,30076,2
11588,30829,2
11588,31836,2
11588,32843,2
11702,12182,1
11702,20195,1
11702,20689,1
11702,26320,1
11702,29924,1
11734,24120,2
11734,26953,2
11734,28453,3
11734,28479,2
11734,29590,2
11767,15842,2
11767,17045,2
11767,18784,2
11767,20366,2
11767,24542,2
11767,26396,2
11767,27707,2
11767,27713,2
11767,30680,2
11767,31790,2
11767,32126,2
11767,33331,2
11767,42214,2
11945,17873,2
11945,29510,2
11945,30534,3
11950,1852,2
11950,2726,2
11950,20099,2
11950,26047,2
11950,30844,2
11977,24605,2
11977,29496,2
11977,29549,3
11977,30470,2
11977,30524,2
12017,9705,2
12017,20935,2
12017,27209,2
12017,28393,2
12017,28453,2
12017,30693,3
12017,30721,2
12067,13275,2
12067,15066,2
12067,27589,2
12067,29820,2
12078,20173,2
12078,20985,2
12078,29240,2
12078,29638,2
12094,20099,2
12094,22967,2
12094,24122,2
12094,26942,2
12094,27867,2
12094,33234,2
12094,36847,2
12094,37556,2
12094,37562,2
12094,37772,2
12094,37779,2
12169,17825,3
12169,23639,3
12169,26727,3
12169,27867,3
12169,29997,3
12169,36904,3
12169,37540,3
12169,37541,3
12169,37907,3
12169,37961,3
12215,17610,1
12215,29418,1
12215,30814,1
12215,31790,1
12215,34197,1
12224,15839,2
12224,18923,2
12224,25449,2
12224,28313,2
12224,29488,2
12224,29549,2
12224,29997,2
12224,30056,2
12224,30122,2
12224,30841,2
12224,31801,2
12224,32272,2
12224,33234,2
12224,34382,2
12294,20098,2
12294,20101,2
12294,24604,2
12294,24605,2
12294,24651,2
12294,26504,2
12294,26506,2
12294,27419,2
12294,28018,2
12294,28313,2
12294,28358,2
12294,29412,2
12294,29671,2
12294,31052,2
12294,31801,2
12294,32931,2
12294,32932,2
12294,34001,2
12294,34002,2
12294,34491,2
12294,34596,2
12294,35145,2
12294,36817,2
12294,37118,2
12294,38421,2
12294,38557,2
12294,41589,2
12311,30693,3
12311,37496,2
12311,37500,2
12311,40886,3
12315,641,2
12315,1852,2
12315,2726,2
12315,43971,2
12315,43978,2
12376,6858,2
12376,28481,2
12376,30721,2
12376,30906,2
12484,25449,2
12484,30169,2
12484,40293,2
12484,40300,2
12484,40306,2
12484,42708,3
12535,30567,2
12535,30692,2
12535,35796,2
12637,15842,2
12637,19407,2
12637,19438,3
12637,19443,3
12637,30371,2
12676,2569,2
12676,30056,2
12676,30128,2
12676,30766,2
12676,30836,2
12676,30878,2
12676,35279,2
12676,35390,2
12764,13192,2
12764,15843,2
12764,20358,2
12764,20689,2
12764,21281,2
12764,24605,2
12764,25869,2
12764,28359,2
12764,28458,2
12764,29896,2
12764,29897,2
12764,29898,2
12764,29924,2
12764,30002,2
12764,30913,2
12764,30914,2
12764,30915,2
12764,31052,2
12764,37354,2
12784,10893,2
12784,27647,2
12784,30002,3
13003,28464,2
13003,28741,2
13003,30567,2
13003,30837,2
13041,33303,2
13041,34049,2
13041,34096,2
13041,34120,2
13041,34135,2
13041,34137,2
13041,34580,2
13041,34581,2
13077,10207,2
13077,15843,2
13077,16687,2
13077,16691,2
13176,15843,2
13176,18936,2
13176,25815,2
13176,27452,2
13176,28012,2
13176,28033,2
13176,28464,2
13176,29488,2
13176,29489,2
13176,29490,2
13176,29499,2
13176,29553,2
13176,29758,2
13176,30026,2
13176,30325,2
13176,30359,2
13176,30709,2
13176,30837,2
13176,30960,2
13176,38125,2
13176,38126,2
13190,13286,2
13190,29305,2
13190,36001,2
13190,36221,2
13190,36272,2
13193,20101,2
13193,29671,2
13193,30680,2
13193,33142,2
13235,20099,2
13235,20124,2
13235,23773,2
13235,24605,2
13235,26396,2
13246,21569,2
13246,28755,2
13246,29543,2
13246,30116,2
13246,30762,2
13278,14287,2
13278,17045,2
13278,20689,2
13278,26873,2
13278,27867,2
13278,29978,2
13278,29997,2
13278,30524,2
13278,30841,2
13278,31468,2
13278,31469,2
13278,31791,2
13278,31839,2
13278,32843,2
13278,32846,2
13278,33234,2
13278,34001,2
13278,34492,2
13278,34518,2
13278,34897,2
13278,36417,2
13278,36591,2
13294,13295,2
13294,13296,2
13294,16756,2
13294,20101,2
13294,27738,2
13294,28313,2
13382,31855,4
13382,31857,2
13415,14140,3
13415,17413,3
13415,19843,3
13415,23297,3
13415,25836,3
13415,26045,3
13415,27237,3
13415,27443,3
13415,27511,3
13415,27766,3
13415,27875,3
13415,27974,3
13415,28785,3
13415,29549,3
13415,29631,3
13415,29854,3
13415,30143,3
13415,30348,3
13415,30356,3
13415,30479,3
13415,30591,3
13415,30645,3
13415,31297,3
13415,31304,3
13415,31787,3
13415,32134,3
13415,32188,3
13415,32753,3
13415,33602,3
13415,33605,3
13415,35753,3
13415,35755,3
13415,40423,3
13463,21828,3
13463,22252,3
13463,24124,3
13463,26543,3
13463,27220,3
13463,28090,3
13463,28842,3
13463,29111,3
13463,29191,3
13463,29194,3
13463,29671,3
13463,30171,3
13463,30182,3
13463,30461,3
13463,30881,3
13463,30947,3
13463,33256,3
13463,33294,3
13463,33305,3
13463,33458,3
13463,33821,3
13463,33846,3
13463,39686,3
13463,39692,3
13463,39693,3
13463,39995,3
13463,42988,3
13463,43440,3
13463,43449,3
13502,6102,1
13502,10791,1
13502,28769,1
13502,29675,1
13502,29757,1
13502,29841,1
13502,29847,1
13502,29881,1
13502,30364,1
13541,26332,3
13541,29927,3
13541,31095,3
13577,22725,2
13577,24120,2
13577,25480,2
13577,26953,3
13577,28453,2
13577,29997,2
13577,30790,2
13577,36966,2
13590,17825,2
13590,18926,2
13590,24605,2
13590,27867,2
13590,28018,2
13590,28313,2
13590,28393,2
13590,28474,2
13590,30512,2
13590,34227,2
13590,34445,2
13675,20099,3
13675,30002,3
13675,30771,3
13675,31238,3
13675,31790,3
13675,31881,3
13675,31889,3
13675,33545,3
13675,33546,3
13675,33548,3
13675,33550,3
13675,33553,3
13675,34233,3
13675,35192,3
13675,40778,3
13707,15840,3
13707,16691,3
13707,21828,3
13707,26286,3
13707,26295,3
13707,26481,3
13707,28736,3
13707,29508,3
13707,30485,3
13707,30526,3
13707,37366,3
13707,39720,3
13707,40290,3
13707,44112,3
13707,44384,3
13707,44409,3
13707,44417,3
13707,44422,3
13720,13173,2
13720,18850,2
13720,22035,2
13720,22922,2
13720,25061,2
13720,28755,2
13720,30002,2
13720,30567,2
13720,30586,2
13720,31306,2
13779,15843,2
13779,27867,2
13779,30370,3
13781,627,2
13781,8711,2
13781,16682,2
13781,16692,2
13781,20936,2
13781,26481,2
13781,32055,2
13781,32331,2
13781,34779,2
13781,39100,2
13906,641,2
13906,2726,2
13906,7256,2
13906,17610,2
13906,23295,2
13906,26043,2
13906,28129,2
13906,29305,2
13914,27216,2
13914,38471,3
13914,39738,2
13938,16837,2
13938,27004,3
13938,28313,3
13938,28480,2
13938,36967,2
13964,29402,2
13964,38123,3
13964,40078,2
14006,13286,2
14006,28313,2
14006,30098,2
14006,36156,2
14093,15843,3
14093,27602,1
14093,29128,1
14108,20101,2
14108,28903,1
14108,30567,2
14138,650,3
14138,2169,3
14138,9551,3
14138,15558,3
14138,15840,3
14138,17045,3
14138,17610,3
14138,20368,3
14138,20689,3
14138,21301,3
14138,21303,3
14138,25459,3
14138,25465,3
14138,28458,3
14138,28583,3
14138,29086,3
14138,29897,3
14138,29898,3
14138,29902,3
14138,29915,3
14138,29924,3
14138,30567,3
14138,30586,3
14138,30661,3
14138,31617,3
14181,15843,3
14181,16687,3
14181,25480,3
14181,27826,3
14181,27840,3
14181,28055,3
14181,28129,3
14181,28313,3
14181,28732,3
14181,28736,3
14181,29305,3
14181,29399,3
14181,29854,3
14181,34458,3
14181,34486,3
14181,34520,3
14199,13286,3
14199,13295,3
14199,13296,3
14199,21859,3
14199,23911,3
14199,27356,3
14199,29220,3
14199,29221,3
14199,29671,3
14199,30400,3
14199,30526,3
14199,30841,3
14199,32741,3
14199,36040,3
14199,36174,3
14199,36176,3
14199,36731,3
14199,38037,3
14199,38255,3
14199,38447,3
14199,38448,3
14232,21623,2
14232,27391,2
14232,27392,2
14232,30409,2
14232,30567,2
14232,30808,2
14232,42669,2
14232,42783,2
14253,13296,3
14253,22949,2
14253,26295,2
14253,27667,2
14253,27710,2
14253,28464,2
14253,29758,2
14253,30970,2
14253,31003,2
14340,20847,2
14340,30165,2
14340,30527,2
14340,30680,2
14340,31466,2
14340,31839,2
14340,33331,2
14340,36090,2
14340,36810,2
14340,36811,2
14340,36818,2
14340,37399,2
14340,37493,2
14340,37507,2
14340,38811,2
14340,38916,2
14340,38917,2
14366,636,2
14366,1852,3
14366,2569,2
14374,13764,2
14374,16756,2
14374,25962,2
14374,26020,2
14374,26042,2
14374,27290,2
14374,27736,2
14374,29527,2
14374,30841,2
14374,33936,2
14374,35151,2
14374,41976,2
14374,43311,2
14374,43325,2
14374,43481,2
14374,43597,2
14514,13216,2
14514,20790,2
14514,20823,2
14514,27367,2
14514,27748,2
14514,28204,2
14514,29087,2
14514,30510,2
14578,39845,2
14578,40332,2
14578,43885,2
14578,44002,2
14623,17825,3
14623,30567,3
14652,8029,1
14652,8337,2
14652,8340,2
14652,26873,1
14652,27021,1
14652,31790,1
14746,627,3
14746,665,3
14746,9258,3
14746,9551,3
14746,17855,3
14746,21855,3
14746,25923,3
14746,26022,3
14746,26631,3
14746,28033,3
14746,29194,3
14746,29209,3
14746,29216,3
14746,29562,3
14746,29845,3
14746,29916,3
14746,29924,3
14746,30002,3
14746,30273,3
14746,30349,3
14746,30364,3
14746,31134,3
14746,31805,3
14759,14184,2
14759,22552,2
14759,28458,2
14759,30437,2
14792,22922,2
14792,27746,2
14792,29128,2
14792,30536,2
14818,14625,2
14818,20456,2
14818,24172,2
14818,27363,2
14818,28058,2
14818,28129,2
14818,28621,2
14818,29671,2
14818,30477,2
14818,30478,2
14849,21859,2
14849,23911,2
14849,27738,2
14849,28736,2
14849,28737,2
14849,38753,2
14849,38754,2
14849,41071,2
14865,13173,2
14865,16756,2
14865,20099,2
14865,26715,2
14865,27030,2
14865,28101,2
14865,29638,2
14865,30002,2
14865,30111,2
14865,30567,2
14886,2726,2
14886,6803,2
14886,13333,2
14886,27088,2
14962,26295,2
14962,28313,2
14962,30507,2
14962,30540,2
14995,20190,2
14995,26624,2
14995,28382,2
14995,29537,2
14995,29854,2
14995,38186,2
15088,665,2
15088,29220,2
15088,29223,2
15088,29490,2
15088,29497,2
15088,29549,2
15088,29671,2
15088,30531,2
15088,30567,2
15088,30658,2
15088,36565,2
15088,42428,2
15096,6326,2
15096,18927,2
15096,18928,2
15096,28018,2
15128,15843,2
15128,28232,2
15128,29613,3
15166,6031,2
15166,15843,2
15166,30002,2
15166,32047,2
15166,36816,2
15166,37119,2
15166,37123,2
15223,15843,2
15223,20186,3
15223,27746,2
15223,27867,2
15223,29902,2
15223,32591,2
15223,35265,2
15223,35330,2
15262,15561,3
15262,15562,3
15262,17974,3
15262,20105,3
15262,22922,3
15262,25061,3
15262,26295,3
15262,26400,3
15262,26499,3
15262,27237,3
15262,27867,3
15262,28313,3
15262,28464,3
15262,28508,3
15262,29411,3
15262,29924,3
15262,30002,3
15262,30567,3
15262,30742,3
15262,31620,3
15262,31627,3
15262,31790,3
15262,31791,3
15262,33234,3
15262,34105,3
15262,34518,3
15262,34935,3
15262,35244,3
15262,36612,3
15262,37540,3
15290,20101,2
15290,27834,2
15290,27942,2
15290,28313,3
15290,28579,3
15290,29411,2
15290,34905,2
15291,17610,3
15291,18662,3
15291,18942,3
15291,25459,3
15291,26953,3
15291,29924,3
15291,29997,3
15291,30002,3
15291,30075,3
15291,31469,3
15291,31987,3
15291,33234,3
15291,37009,3
15291,37170,3
15321,28018,2
15321,28508,2
15321,28739,2
15321,28784,2
15321,30861,2
15321,30862,2
15321,30896,2
15321,31179,2
15321,31625,2
15321,32463,2
15384,38977,2
15384,39014,2
15384,39036,2
15384,39558,2
15384,41119,2
15448,1852,2
15448,20101,2
15448,23297,2
15448,25465,2
15448,28831,2
15448,29221,2
15448,30002,2
15448,33473,2
15448,34052,2
15470,638,2
15470,15842,2
15470,20098,2
15470,26942,2
15470,27710,2
15470,28085,2
15470,28086,2
15470,29611,2
15470,29892,2
15470,30020,2
15470,30133,2
15470,30853,2
15470,31111,2
15470,31547,2
15470,32307,2
15470,32800,2
15470,32811,2
15470,34125,2
15496,638,2
15496,22922,2
15496,26396,2
15496,28313,2
15496,31790,2
15538,15843,1
15538,17531,1
15538,30133,3
15572,26180,2
15572,27950,2
15572,28714,2
15572,30476,2
15572,30532,2
15572,30816,2
15572,30876,2
15594,23615,2
15594,24550,2
15594,24559,2
15594,29489,2
15594,29493,2
15594,29549,2
15594,30524,2
15594,34186,2
15594,34188,2
15666,682,2
15666,28875,2
15666,30084,2
15666,30567,2
15666,30640,2
15666,30705,2
15666,30762,2
15726,15839,2
15726,20935,2
15726,20937,1
15726,34458,1
15921,29757,1
15921,29843,1
15921,29845,1
15921,29848,1
15921,29881,1
15921,30567,1
16057,21859,2
16057,34997,2
16057,36145,2
16057,36149,2
16057,36874,2
16071,641,2
16071,1852,2
16071,9704,2
16071,23297,2
16071,26042,2
16071,30002,2
16071,30527,2
16071,30528,2
16071,30680,2
16071,35122,2
16071,36147,2
16071,38037,2
16071,39262,2
16071,39271,2
16071,39273,2
16071,41071,2
16071,41471,2
16071,41514,2
16071,41536,2
16071,41538,2
16071,41733,2
16071,41978,2
16071,41979,2
16071,41985,2
16071,42179,2
16071,42205,2
16071,42254,2
16071,42931,2
16071,43521,2
16071,43833,2
16071,44546,2
16112,15840,3
16112,29129,3
16112,29223,3
16112,29671,3
16112,29897,3
16112,29924,3
16112,29969,3
16112,30002,3
16112,37567,3
16112,38257,3
16112,38549,3
16112,38938,3
16112,38941,3
16112,39292,3
16112,39293,3
16136,1852,2
16136,15839,2
16136,15840,2
16136,15842,2
16136,20099,2
16136,20935,2
16136,28129,2
16136,29897,2
16136,29898,2
16136,29900,2
16136,30002,2
16136,37841,2
16136,38230,2
16136,39145,2
16192,17975,2
16192,19476,2
16192,21569,2
16192,23425,2
16192,24960,2
16192,28579,2
16192,29604,2
16192,29758,2
16192,30075,3
16272,35192,3
16272,36363,2
16291,15554,2
16291,15839,2
16291,15840,2
16291,15843,2
16291,16687,2
16291,19412,2
16291,20788,2
16291,20853,2
16291,23747,2
16291,26396,2
16291,27237,2
16291,27239,2
16291,27906,2
16291,28046,2
16291,28056,2
16291,28204,2
16291,28232,2
16291,28896,2
16291,28929,2
16291,29086,2
16291,29960,2
16291,30328,2
16291,30725,2
16291,31007,2
16297,641,2
16297,20101,2
16297,20123,2
16297,29219,2
16297,29220,2
16297,30132,2
16297,32057,2
16297,42888,2
16311,15843,2
16311,16687,2
16311,19412,2
16311,19444,2
16311,28831,2
16311,29301,2
16311,31326,2
16311,31466,2
16311,31467,3
16344,15554,2
16344,18785,2
16344,20098,2
16344,27418,2
16344,28967,2
16344,30659,2
16344,38222,2
16355,15843,3
16355,20099,3
16355,20101,3
16355,20111,3
16355,25515,3
16355,28313,3
16355,28592,3
16355,31790,3
16355,32946,3
16368,26901,2
16368,27384,2
16368,27390,2
16368,35868,2
16407,26499,2
16407,27418,2
16407,27419,2
16407,28313,2
16446,22967,2
16446,24122,2
16446,25854,2
16446,27374,2
16446,27867,2
16446,28053,2
16446,29411,2
16446,37556,2
16446,38912,2
16446,38913,2
16446,39308,2
16446,39461,2
16463,15078,2
16463,22254,2
16463,27140,2
16463,28732,2
16463,28735,3
16463,28739,2
16463,28740,2
16463,31625,2
16463,31659,2
36503,24873,2
36503,27867,2
36503,33752,2
36503,39855,2
36506,15842,3
36506,15843,3
36506,16692,3
36506,17825,3
36506,20105,3
36506,25480,3
36506,26396,3
36506,27237,3
36506,27447,3
36506,27738,3
36506,28146,3
36506,28313,3
36506,28480,3
36506,28831,3
36506,30526,3
36506,30905,3
36506,36363,3
36506,36726,3
36506,37383,3
36543,15843,4
36544,20099,3
36544,20101,3
36544,27331,3
36544,28528,3
36544,28992,3
36544,29109,3
36544,29196,3
36544,29434,3
36544,30526,3
36544,30527,3
36544,30567,3
36544,30696,3
36544,31068,3
36544,31069,3
36544,31070,3
36544,31370,3
36544,31419,3
36544,31791,3
36544,33154,3
36561,28129,2
36561,29619,2
36561,29845,2
36561,30162,2
36561,31469,2
36561,34001,2
36561,35202,2
36561,35457,2
36561,36001,2
36561,36218,2
36561,39763,2
36561,40330,2
36561,40375,2
36561,40441,2
36561,42563,2
36561,44898,2
36561,44904,2
36569,18927,2
36569,18942,2
36569,26377,2
36569,27588,2
36569,27596,2
36569,28015,2
36569,28018,2
36569,28526,2
36577,1852,3
36577,13764,3
36577,26049,2
36577,26865,2
36721,13275,2
36721,14609,2
36721,18750,2
36721,19553,2
36721,20198,2
36721,28453,2
36721,29424,2
36721,29758,2
36721,29866,2
36721,30540,2
36721,30779,2
36727,15206,2
36727,22254,2
36727,27543,2
36727,28458,2
36727,28889,2
36727,29349,2
36727,29614,2
36728,17975,2
36728,18929,2
36728,18936,2
36728,21828,2
36728,22725,2
36728,26240,2
36728,26727,2
36728,27033,2
36728,28739,2
36728,29671,2
36728,30002,2
36728,30182,2
36728,30567,2
36728,30829,2
36728,30834,2
36728,30963,2
36728,31811,2
36728,31828,2
36728,32018,2
36728,32132,2
36728,32140,2
36728,32160,2
36728,32193,2
36728,32300,2
36728,32637,2
36728,33082,2
36728,33110,2
36728,38448,2
36728,39899,2
36728,39900,2
36741,13286,2
36741,19966,2
36741,21828,2
36741,27537,2
36741,32380,2
36741,32393,2
36741,33263,2
36741,33456,2
36741,33458,2
36741,33467,2
36741,34970,2
36741,35340,2
36741,35469,2
36741,35470,2
36741,35895,2
36741,36134,2
36741,36147,2
36741,36153,2
36741,37841,2
36741,37907,2
36741,44129,2
36818,9931,1
36818,23168,1
36818,27392,1
36818,29737,1
36818,30116,1
36904,25920,2
36904,30169,2
36904,30371,2
36904,31801,2
36904,33859,2
36904,34104,2
36904,34117,2
36980,26931,2
36980,27237,2
36980,27419,2
36980,28313,3
36980,29412,2
37118,6103,2
37118,10787,2
37118,10791,2
37118,11890,2
37118,17530,2
37118,17990,2
37118,19245,2
37118,22332,2
37118,23796,2
37118,24194,2
37118,24195,2
37118,25074,2
37118,28061,2
37118,28062,2
37118,28073,2
37118,29648,2
37118,29675,2
37118,30617,2
37118,30654,2
37118,33238,2
37118,38421,2
37159,20840,2
37159,20853,2
37159,25705,3
37159,27200,2
37159,27473,3
37159,29294,2
37184,20098,2
37184,24604,2
37184,24605,2
37184,27418,2
37184,28313,2
37184,28508,2
37184,30526,2
37184,30742,2
37184,33238,2
37184,37445,2
37184,37541,2
37184,38419,2
37255,14287,2
37255,18935,2
37255,29549,3
37255,30567,2
37258,28008,2
37258,28831,2
37258,31352,2
37258,31801,2
37258,32060,2
37312,20101,2
37312,22810,3
37312,28313,2
37379,13295,3
37379,21548,3
37379,23911,3
37379,26295,3
37379,26953,3
37379,27867,3
37379,28090,3
37379,28453,3
37379,28975,3
37379,29997,3
37379,30122,3
37379,30524,3
37379,30970,3
37379,31747,3
37379,33234,3
37379,40847,3
37379,40980,3
37379,43857,3
37379,44378,3
37379,44542,3
37379,44859,3
37419,17972,2
37419,17973,2
37419,28141,2
37419,32845,2
37451,16756,2
37451,21828,2
37451,30527,2
37451,30567,2
37451,30680,2
37451,33331,2
37451,40847,2
37451,40851,2
37463,26504,2
37463,31839,2
37463,40847,2
37463,40850,2
37493,15843,2
37493,20935,1
37493,28962,1
37493,32967,1
37493,37383,1
37507,15568,2
37507,15570,2
37507,22053,2
37507,30002,3
37507,30709,2
37507,32567,2
37507,32601,2
37526,22922,3
37526,27419,3
37526,28458,3
37526,29549,3
37526,29924,3
37526,31306,3
37526,32037,3
37552,15843,2
37552,28732,2
37552,28735,2
37552,28739,2
37552,28784,2
37552,30182,2
37552,30501,2
37592,638,2
37592,650,2
37592,2569,2
37592,20099,2
37592,26045,2
37592,28458,2
37592,28622,2
37592,29402,2
37592,30534,2
37592,37502,2
37663,15839,2
37663,15843,2
37663,16687,2
37663,27970,2
37666,17045,2
37666,27742,2
37666,29671,2
37666,31306,3
37666,33234,2
37666,34208,2
37666,41660,2
37753,23840,3
37753,24908,3
37753,25676,3
37753,26124,3
37753,27003,3
37753,28063,3
37753,28433,3
37753,29246,3
37753,29738,3
37753,30171,3
37753,30291,3
37753,30642,3
37753,31810,3
37753,38597,3
37753,40789,3
37753,41563,3
37753,41565,3
37792,13173,3
37792,13216,3
37792,16756,3
37792,22252,3
37792,28090,3
37792,28842,3
37792,33291,3
37792,33294,3
37792,33458,3
37792,33818,3
37792,36149,3
37792,37530,3
37792,37532,3
37792,37907,3
37792,38200,3
37792,38222,3
37792,38230,3
37792,38472,3
37792,38756,3
37792,38930,3
37792,40740,3
37792,41239,3
37803,20105,2
37803,29411,2
37803,36891,2
37803,37066,2
37816,18923,2
37816,25061,2
37816,29193,2
37816,30980,2
37816,31790,2
37849,22922,1
37849,31801,1
37849,34468,1
37849,34499,1
37849,34522,1
37886,14287,2
37886,24605,2
37886,29969,2
37886,30663,2
37886,31050,3
37886,34996,2
37886,35809,2
37949,27004,4
37949,38667,2
37991,18942,3
37991,23168,3
37991,26045,3
37991,26396,3
37991,27647,3
37991,28061,3
37991,28063,3
37991,28920,3
37991,28922,3
37991,29194,3
37991,30374,3
37991,31790,3
37991,33403,3
37991,33437,3
38031,8425,3
38031,14179,3
38031,14188,3
38031,14190,3
38031,23613,3
38031,24885,3
38031,26882,3
38031,29111,3
38031,29449,3
38031,29976,3
38031,29984,3
38031,30656,3
38031,30711,3
38050,15843,2
38050,15844,2
38050,16687,2
38050,16756,2
38050,19438,2
38050,20936,2
38050,21859,2
38050,24190,2
38050,25480,2
38050,27033,2
38050,27095,2
38050,27556,2
38050,28091,2
38050,28579,2
38050,28798,2
38050,28800,2
38050,28891,2
38050,29484,2
38050,30428,2
38050,33261,2
38050,33291,2
38050,33295,2
38050,33297,2
38050,33303,2
38050,34079,2
38050,36364,2
38064,18773,2
38064,18934,2
38064,20358,2
